DATE,ATM,Cash
8/17/2009 12:00:00 AM,ATM4,358
8/18/2009 12:00:00 AM,ATM4,16
8/19/2009 12:00:00 AM,ATM4,334
8/20/2009 12:00:00 AM,ATM4,26
8/21/2009 12:00:00 AM,ATM4,255
8/22/2009 12:00:00 AM,ATM4,357
8/23/2009 12:00:00 AM,ATM4,1246
8/24/2009 12:00:00 AM,ATM4,917
8/25/2009 12:00:00 AM,ATM4,592
8/26/2009 12:00:00 AM,ATM4,412
8/27/2009 12:00:00 AM,ATM4,83
8/28/2009 12:00:00 AM,ATM4,996
8/29/2009 12:00:00 AM,ATM4,104
8/30/2009 12:00:00 AM,ATM4,1117
8/31/2009 12:00:00 AM,ATM4,817
9/1/2009 12:00:00 AM,ATM4,914
9/2/2009 12:00:00 AM,ATM4,648
9/3/2009 12:00:00 AM,ATM4,141
9/4/2009 12:00:00 AM,ATM4,1495
9/5/2009 12:00:00 AM,ATM4,1301
9/6/2009 12:00:00 AM,ATM4,780
9/7/2009 12:00:00 AM,ATM4,744
9/8/2009 12:00:00 AM,ATM4,200
9/9/2009 12:00:00 AM,ATM4,854
9/10/2009 12:00:00 AM,ATM4,51
9/11/2009 12:00:00 AM,ATM4,7
9/12/2009 12:00:00 AM,ATM4,1061
9/13/2009 12:00:00 AM,ATM4,715
9/14/2009 12:00:00 AM,ATM4,35
9/15/2009 12:00:00 AM,ATM4,492
9/16/2009 12:00:00 AM,ATM4,343
9/17/2009 12:00:00 AM,ATM4,21
9/18/2009 12:00:00 AM,ATM4,506
9/19/2009 12:00:00 AM,ATM4,97
9/20/2009 12:00:00 AM,ATM4,474
9/21/2009 12:00:00 AM,ATM4,900
9/22/2009 12:00:00 AM,ATM4,1712
9/23/2009 12:00:00 AM,ATM4,281
9/24/2009 12:00:00 AM,ATM4,26
9/25/2009 12:00:00 AM,ATM4,329
9/26/2009 12:00:00 AM,ATM4,761
9/27/2009 12:00:00 AM,ATM4,629
9/28/2009 12:00:00 AM,ATM4,236
9/29/2009 12:00:00 AM,ATM4,1195
9/30/2009 12:00:00 AM,ATM4,782
10/1/2009 12:00:00 AM,ATM4,108
10/2/2009 12:00:00 AM,ATM4,847
10/3/2009 12:00:00 AM,ATM4,576
10/4/2009 12:00:00 AM,ATM4,442
10/5/2009 12:00:00 AM,ATM4,319
10/6/2009 12:00:00 AM,ATM4,154
10/7/2009 12:00:00 AM,ATM4,543
10/8/2009 12:00:00 AM,ATM4,124
10/9/2009 12:00:00 AM,ATM4,449
10/10/2009 12:00:00 AM,ATM4,615
10/11/2009 12:00:00 AM,ATM4,219
10/12/2009 12:00:00 AM,ATM4,946
10/13/2009 12:00:00 AM,ATM4,10
10/14/2009 12:00:00 AM,ATM4,696
10/15/2009 12:00:00 AM,ATM4,8
10/16/2009 12:00:00 AM,ATM4,845
10/17/2009 12:00:00 AM,ATM4,213
10/18/2009 12:00:00 AM,ATM4,9
10/19/2009 12:00:00 AM,ATM4,47
10/20/2009 12:00:00 AM,ATM4,30
10/21/2009 12:00:00 AM,ATM4,400
10/22/2009 12:00:00 AM,ATM4,61
10/23/2009 12:00:00 AM,ATM4,428
10/24/2009 12:00:00 AM,ATM4,2
10/25/2009 12:00:00 AM,ATM4,9
10/26/2009 12:00:00 AM,ATM4,50
10/27/2009 12:00:00 AM,ATM4,313
10/28/2009 12:00:00 AM,ATM4,627
10/29/2009 12:00:00 AM,ATM4,6
10/30/2009 12:00:00 AM,ATM4,78
10/31/2009 12:00:00 AM,ATM4,338
11/1/2009 12:00:00 AM,ATM4,212
11/2/2009 12:00:00 AM,ATM4,690
11/3/2009 12:00:00 AM,ATM4,596
11/4/2009 12:00:00 AM,ATM4,65
11/5/2009 12:00:00 AM,ATM4,77
11/6/2009 12:00:00 AM,ATM4,44
11/7/2009 12:00:00 AM,ATM4,964
11/8/2009 12:00:00 AM,ATM4,835
11/9/2009 12:00:00 AM,ATM4,637
11/10/2009 12:00:00 AM,ATM4,927
11/11/2009 12:00:00 AM,ATM4,76
11/12/2009 12:00:00 AM,ATM4,44
11/13/2009 12:00:00 AM,ATM4,621
11/14/2009 12:00:00 AM,ATM4,313
11/15/2009 12:00:00 AM,ATM4,826
11/16/2009 12:00:00 AM,ATM4,414
11/17/2009 12:00:00 AM,ATM4,194
11/18/2009 12:00:00 AM,ATM4,346
11/19/2009 12:00:00 AM,ATM4,32
11/20/2009 12:00:00 AM,ATM4,655
11/21/2009 12:00:00 AM,ATM4,638
11/22/2009 12:00:00 AM,ATM4,15
11/23/2009 12:00:00 AM,ATM4,300
11/24/2009 12:00:00 AM,ATM4,627
11/25/2009 12:00:00 AM,ATM4,601
11/26/2009 12:00:00 AM,ATM4,64
11/27/2009 12:00:00 AM,ATM4,563
11/28/2009 12:00:00 AM,ATM4,317
11/29/2009 12:00:00 AM,ATM4,1167
11/30/2009 12:00:00 AM,ATM4,47
12/1/2009 12:00:00 AM,ATM4,994
12/2/2009 12:00:00 AM,ATM4,687
12/3/2009 12:00:00 AM,ATM4,71
12/4/2009 12:00:00 AM,ATM4,1047
12/5/2009 12:00:00 AM,ATM4,1009
12/6/2009 12:00:00 AM,ATM4,289
12/7/2009 12:00:00 AM,ATM4,592
12/8/2009 12:00:00 AM,ATM4,231
12/9/2009 12:00:00 AM,ATM4,578
12/10/2009 12:00:00 AM,ATM4,70
12/11/2009 12:00:00 AM,ATM4,581
12/12/2009 12:00:00 AM,ATM4,149
12/13/2009 12:00:00 AM,ATM4,404
12/14/2009 12:00:00 AM,ATM4,125
12/15/2009 12:00:00 AM,ATM4,230
12/16/2009 12:00:00 AM,ATM4,19
12/17/2009 12:00:00 AM,ATM4,129
12/18/2009 12:00:00 AM,ATM4,328
12/19/2009 12:00:00 AM,ATM4,532
12/20/2009 12:00:00 AM,ATM4,877
12/21/2009 12:00:00 AM,ATM4,662
12/22/2009 12:00:00 AM,ATM4,301
12/23/2009 12:00:00 AM,ATM4,668
12/24/2009 12:00:00 AM,ATM4,15
12/25/2009 12:00:00 AM,ATM4,660
12/26/2009 12:00:00 AM,ATM4,511
12/27/2009 12:00:00 AM,ATM4,164
12/28/2009 12:00:00 AM,ATM4,748
12/29/2009 12:00:00 AM,ATM4,174
12/30/2009 12:00:00 AM,ATM4,20
12/31/2009 12:00:00 AM,ATM4,101
1/1/2010 12:00:00 AM,ATM4,986
1/2/2010 12:00:00 AM,ATM4,597
1/3/2010 12:00:00 AM,ATM4,468
1/4/2010 12:00:00 AM,ATM4,857
1/5/2010 12:00:00 AM,ATM4,685
1/6/2010 12:00:00 AM,ATM4,382
1/7/2010 12:00:00 AM,ATM4,152
1/8/2010 12:00:00 AM,ATM4,272
1/9/2010 12:00:00 AM,ATM4,135
1/10/2010 12:00:00 AM,ATM4,1105
1/11/2010 12:00:00 AM,ATM4,292
1/12/2010 12:00:00 AM,ATM4,1141
1/13/2010 12:00:00 AM,ATM4,141
1/14/2010 12:00:00 AM,ATM4,9
1/15/2010 12:00:00 AM,ATM4,85
1/16/2010 12:00:00 AM,ATM4,67
1/17/2010 12:00:00 AM,ATM4,710
1/18/2010 12:00:00 AM,ATM4,568
1/19/2010 12:00:00 AM,ATM4,487
1/20/2010 12:00:00 AM,ATM4,17
1/21/2010 12:00:00 AM,ATM4,49
1/22/2010 12:00:00 AM,ATM4,357
1/23/2010 12:00:00 AM,ATM4,180
1/24/2010 12:00:00 AM,ATM4,729
1/25/2010 12:00:00 AM,ATM4,261
1/26/2010 12:00:00 AM,ATM4,629
1/27/2010 12:00:00 AM,ATM4,277
1/28/2010 12:00:00 AM,ATM4,41
1/29/2010 12:00:00 AM,ATM4,1575
1/30/2010 12:00:00 AM,ATM4,670
1/31/2010 12:00:00 AM,ATM4,980
2/1/2010 12:00:00 AM,ATM4,426
2/2/2010 12:00:00 AM,ATM4,153
2/3/2010 12:00:00 AM,ATM4,275
2/4/2010 12:00:00 AM,ATM4,136
2/5/2010 12:00:00 AM,ATM4,454
2/6/2010 12:00:00 AM,ATM4,458
2/7/2010 12:00:00 AM,ATM4,112
2/8/2010 12:00:00 AM,ATM4,418
2/9/2010 12:00:00 AM,ATM4,10920
2/10/2010 12:00:00 AM,ATM4,42
2/11/2010 12:00:00 AM,ATM4,280
2/12/2010 12:00:00 AM,ATM4,412
2/13/2010 12:00:00 AM,ATM4,853
2/14/2010 12:00:00 AM,ATM4,180
2/15/2010 12:00:00 AM,ATM4,226
2/16/2010 12:00:00 AM,ATM4,989
2/17/2010 12:00:00 AM,ATM4,825
2/18/2010 12:00:00 AM,ATM4,967
2/19/2010 12:00:00 AM,ATM4,734
2/20/2010 12:00:00 AM,ATM4,121
2/21/2010 12:00:00 AM,ATM4,288
2/22/2010 12:00:00 AM,ATM4,503
2/23/2010 12:00:00 AM,ATM4,10
2/24/2010 12:00:00 AM,ATM4,258
2/25/2010 12:00:00 AM,ATM4,1170
2/26/2010 12:00:00 AM,ATM4,193
2/27/2010 12:00:00 AM,ATM4,403
2/28/2010 12:00:00 AM,ATM4,1276
3/1/2010 12:00:00 AM,ATM4,820
3/2/2010 12:00:00 AM,ATM4,26
3/3/2010 12:00:00 AM,ATM4,894
3/4/2010 12:00:00 AM,ATM4,361
3/5/2010 12:00:00 AM,ATM4,860
3/6/2010 12:00:00 AM,ATM4,381
3/7/2010 12:00:00 AM,ATM4,10
3/8/2010 12:00:00 AM,ATM4,601
3/9/2010 12:00:00 AM,ATM4,32
3/10/2010 12:00:00 AM,ATM4,553
3/11/2010 12:00:00 AM,ATM4,572
3/12/2010 12:00:00 AM,ATM4,219
3/13/2010 12:00:00 AM,ATM4,828
3/14/2010 12:00:00 AM,ATM4,631
3/15/2010 12:00:00 AM,ATM4,339
3/16/2010 12:00:00 AM,ATM4,32
3/17/2010 12:00:00 AM,ATM4,487
3/18/2010 12:00:00 AM,ATM4,335
3/19/2010 12:00:00 AM,ATM4,340
3/20/2010 12:00:00 AM,ATM4,291
3/21/2010 12:00:00 AM,ATM4,46
3/22/2010 12:00:00 AM,ATM4,201
3/23/2010 12:00:00 AM,ATM4,10
3/24/2010 12:00:00 AM,ATM4,878
3/25/2010 12:00:00 AM,ATM4,778
3/26/2010 12:00:00 AM,ATM4,708
3/27/2010 12:00:00 AM,ATM4,351
3/28/2010 12:00:00 AM,ATM4,711
3/29/2010 12:00:00 AM,ATM4,503
3/30/2010 12:00:00 AM,ATM4,23
3/31/2010 12:00:00 AM,ATM4,493
4/1/2010 12:00:00 AM,ATM4,405
4/2/2010 12:00:00 AM,ATM4,818
4/3/2010 12:00:00 AM,ATM4,152
4/4/2010 12:00:00 AM,ATM4,281
4/5/2010 12:00:00 AM,ATM4,470
4/6/2010 12:00:00 AM,ATM4,3
4/7/2010 12:00:00 AM,ATM4,415
4/8/2010 12:00:00 AM,ATM4,719
4/9/2010 12:00:00 AM,ATM4,812
4/10/2010 12:00:00 AM,ATM4,890
4/11/2010 12:00:00 AM,ATM4,616
4/12/2010 12:00:00 AM,ATM4,61
4/13/2010 12:00:00 AM,ATM4,27
4/14/2010 12:00:00 AM,ATM4,768
4/15/2010 12:00:00 AM,ATM4,326
4/16/2010 12:00:00 AM,ATM4,825
4/17/2010 12:00:00 AM,ATM4,384
4/18/2010 12:00:00 AM,ATM4,195
4/19/2010 12:00:00 AM,ATM4,711
4/20/2010 12:00:00 AM,ATM4,30
4/21/2010 12:00:00 AM,ATM4,557
4/22/2010 12:00:00 AM,ATM4,386
4/23/2010 12:00:00 AM,ATM4,165
4/24/2010 12:00:00 AM,ATM4,5
4/25/2010 12:00:00 AM,ATM4,542
4/26/2010 12:00:00 AM,ATM4,404
4/27/2010 12:00:00 AM,ATM4,14
4/28/2010 12:00:00 AM,ATM4,348
4/29/2010 12:00:00 AM,ATM4,44
4/30/2010 12:00:00 AM,ATM4,482
