Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario1,4,Sink,Sink1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,2,Sink,Sink1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,3,Sink,Sink1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,4,Sink,Sink1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,5,Sink,Sink1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,1,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,2,Sink,Sink1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,3,Sink,Sink1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,4,Sink,Sink1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,5,Sink,Sink1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,1,Sink,Sink1,InputBuffer,Throughput,NumberEntered,Total,470
Scenario1,2,Sink,Sink1,InputBuffer,Throughput,NumberEntered,Total,468
Scenario1,3,Sink,Sink1,InputBuffer,Throughput,NumberEntered,Total,459
Scenario1,4,Sink,Sink1,InputBuffer,Throughput,NumberEntered,Total,446
Scenario1,5,Sink,Sink1,InputBuffer,Throughput,NumberEntered,Total,479
Scenario1,1,Sink,Sink1,InputBuffer,Throughput,NumberExited,Total,470
Scenario1,2,Sink,Sink1,InputBuffer,Throughput,NumberExited,Total,468
Scenario1,3,Sink,Sink1,InputBuffer,Throughput,NumberExited,Total,459
Scenario1,4,Sink,Sink1,InputBuffer,Throughput,NumberExited,Total,446
Scenario1,5,Sink,Sink1,InputBuffer,Throughput,NumberExited,Total,479
Scenario1,1,Source,Source1,[Object],Costs,CapitalCost,Total,0
Scenario1,2,Source,Source1,[Object],Costs,CapitalCost,Total,0
Scenario1,3,Source,Source1,[Object],Costs,CapitalCost,Total,0
Scenario1,4,Source,Source1,[Object],Costs,CapitalCost,Total,0
Scenario1,5,Source,Source1,[Object],Costs,CapitalCost,Total,0
Scenario1,1,Source,Source1,[Object],Costs,TotalCost,Total,0
Scenario1,2,Source,Source1,[Object],Costs,TotalCost,Total,0
Scenario1,3,Source,Source1,[Object],Costs,TotalCost,Total,0
Scenario1,4,Source,Source1,[Object],Costs,TotalCost,Total,0
Scenario1,5,Source,Source1,[Object],Costs,TotalCost,Total,0
Scenario1,1,Source,Source1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,2,Source,Source1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,3,Source,Source1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,4,Source,Source1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,5,Source,Source1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,1,Source,Source1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,2,Source,Source1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,3,Source,Source1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,4,Source,Source1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,5,Source,Source1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,1,Source,Source1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,2,Source,Source1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,3,Source,Source1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,4,Source,Source1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,5,Source,Source1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,1,Source,Source1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,2,Source,Source1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,3,Source,Source1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,4,Source,Source1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,5,Source,Source1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,1,Source,Source1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,2,Source,Source1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,3,Source,Source1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,4,Source,Source1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,5,Source,Source1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,1,Source,Source1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,2,Source,Source1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,3,Source,Source1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,4,Source,Source1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,5,Source,Source1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,1,Source,Source1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,2,Source,Source1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,3,Source,Source1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,4,Source,Source1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,5,Source,Source1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,1,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Source,Source1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Source,Source1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,2,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,3,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,4,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,5,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,1,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Source,Source1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,2,Source,Source1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,3,Source,Source1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,4,Source,Source1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,5,Source,Source1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,1,Source,Source1,OutputBuffer,Throughput,NumberEntered,Total,470
Scenario1,2,Source,Source1,OutputBuffer,Throughput,NumberEntered,Total,469
Scenario1,3,Source,Source1,OutputBuffer,Throughput,NumberEntered,Total,465
Scenario1,4,Source,Source1,OutputBuffer,Throughput,NumberEntered,Total,448
Scenario1,5,Source,Source1,OutputBuffer,Throughput,NumberEntered,Total,507
Scenario1,1,Source,Source1,OutputBuffer,Throughput,NumberExited,Total,470
Scenario1,2,Source,Source1,OutputBuffer,Throughput,NumberExited,Total,469
Scenario1,3,Source,Source1,OutputBuffer,Throughput,NumberExited,Total,465
Scenario1,4,Source,Source1,OutputBuffer,Throughput,NumberExited,Total,448
Scenario1,5,Source,Source1,OutputBuffer,Throughput,NumberExited,Total,507
Scenario1,1,Source,Source1,Processing,Content,NumberInStation,Average,0
Scenario1,2,Source,Source1,Processing,Content,NumberInStation,Average,0
Scenario1,3,Source,Source1,Processing,Content,NumberInStation,Average,0
Scenario1,4,Source,Source1,Processing,Content,NumberInStation,Average,0
Scenario1,5,Source,Source1,Processing,Content,NumberInStation,Average,0
Scenario1,1,Source,Source1,Processing,Content,NumberInStation,Maximum,1
Scenario1,2,Source,Source1,Processing,Content,NumberInStation,Maximum,1
Scenario1,3,Source,Source1,Processing,Content,NumberInStation,Maximum,1
Scenario1,4,Source,Source1,Processing,Content,NumberInStation,Maximum,1
Scenario1,5,Source,Source1,Processing,Content,NumberInStation,Maximum,1
Scenario1,1,Source,Source1,Processing,Content,NumberInStation,Minimum,0
Scenario1,2,Source,Source1,Processing,Content,NumberInStation,Minimum,0
Scenario1,3,Source,Source1,Processing,Content,NumberInStation,Minimum,0
Scenario1,4,Source,Source1,Processing,Content,NumberInStation,Minimum,0
Scenario1,5,Source,Source1,Processing,Content,NumberInStation,Minimum,0
Scenario1,1,Source,Source1,Processing,Costs,CostPerItem,Average,0
Scenario1,2,Source,Source1,Processing,Costs,CostPerItem,Average,0
Scenario1,3,Source,Source1,Processing,Costs,CostPerItem,Average,0
Scenario1,4,Source,Source1,Processing,Costs,CostPerItem,Average,0
Scenario1,5,Source,Source1,Processing,Costs,CostPerItem,Average,0
Scenario1,1,Source,Source1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,2,Source,Source1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,3,Source,Source1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,4,Source,Source1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,5,Source,Source1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,1,Source,Source1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,2,Source,Source1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,3,Source,Source1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,4,Source,Source1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,5,Source,Source1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,1,Source,Source1,Processing,Costs,TotalCost,Total,0
Scenario1,2,Source,Source1,Processing,Costs,TotalCost,Total,0
Scenario1,3,Source,Source1,Processing,Costs,TotalCost,Total,0
Scenario1,4,Source,Source1,Processing,Costs,TotalCost,Total,0
Scenario1,5,Source,Source1,Processing,Costs,TotalCost,Total,0
Scenario1,1,Source,Source1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Source,Source1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Source,Source1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Source,Source1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Source,Source1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Source,Source1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Source,Source1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Source,Source1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Source,Source1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Source,Source1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Source,Source1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Source,Source1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Source,Source1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Source,Source1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Source,Source1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Source,Source1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Source,Source1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Source,Source1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Source,Source1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Source,Source1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Source,Source1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Source,Source1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Source,Source1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Source,Source1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Source,Source1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Source,Source1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Source,Source1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Source,Source1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Source,Source1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Source,Source1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Source,Source1,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,2,Source,Source1,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,3,Source,Source1,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,4,Source,Source1,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,5,Source,Source1,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,1,Source,Source1,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Source,Source1,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Source,Source1,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Source,Source1,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Source,Source1,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Source,Source1,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Source,Source1,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Source,Source1,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Source,Source1,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Source,Source1,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Source,Source1,Processing,Throughput,NumberBalked,Total,0
Scenario1,2,Source,Source1,Processing,Throughput,NumberBalked,Total,0
Scenario1,3,Source,Source1,Processing,Throughput,NumberBalked,Total,0
Scenario1,4,Source,Source1,Processing,Throughput,NumberBalked,Total,0
Scenario1,5,Source,Source1,Processing,Throughput,NumberBalked,Total,0
Scenario1,1,Source,Source1,Processing,Throughput,NumberEntered,Total,470
Scenario1,2,Source,Source1,Processing,Throughput,NumberEntered,Total,469
Scenario1,3,Source,Source1,Processing,Throughput,NumberEntered,Total,465
Scenario1,4,Source,Source1,Processing,Throughput,NumberEntered,Total,448
Scenario1,5,Source,Source1,Processing,Throughput,NumberEntered,Total,507
Scenario1,1,Source,Source1,Processing,Throughput,NumberExited,Total,470
Scenario1,2,Source,Source1,Processing,Throughput,NumberExited,Total,469
Scenario1,3,Source,Source1,Processing,Throughput,NumberExited,Total,465
Scenario1,4,Source,Source1,Processing,Throughput,NumberExited,Total,448
Scenario1,5,Source,Source1,Processing,Throughput,NumberExited,Total,507
