Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario1,4,Server,Server1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,2,Server,Server1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,3,Server,Server1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,4,Server,Server1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,5,Server,Server1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,1,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,2,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,3,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,4,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,5,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,1,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,2,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,3,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,4,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,5,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.0435884078567222
Scenario1,2,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.032675002499597
Scenario1,3,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.0579535312974157
Scenario1,4,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.0476631222150044
Scenario1,5,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.114808572941703
Scenario1,1,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.150026610036935
Scenario1,2,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.204255826038161
Scenario1,3,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.283457621856134
Scenario1,4,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.190742565616004
Scenario1,5,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.505765463111711
Scenario1,1,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,470
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,469
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,465
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,448
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,507
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberExited,Total,470
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberExited,Total,469
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberExited,Total,460
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberExited,Total,447
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberExited,Total,480
Scenario1,1,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,2,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,3,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,4,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,5,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,1,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,2,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,3,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,4,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,5,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,1,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,2,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,3,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,4,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,5,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,1,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,2,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,3,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,4,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,5,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,1,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,470
Scenario1,2,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,468
Scenario1,3,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,459
Scenario1,4,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,446
Scenario1,5,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,479
Scenario1,1,Server,Server1,OutputBuffer,Throughput,NumberExited,Total,470
Scenario1,2,Server,Server1,OutputBuffer,Throughput,NumberExited,Total,468
Scenario1,3,Server,Server1,OutputBuffer,Throughput,NumberExited,Total,459
Scenario1,4,Server,Server1,OutputBuffer,Throughput,NumberExited,Total,446
Scenario1,5,Server,Server1,OutputBuffer,Throughput,NumberExited,Total,479
Scenario1,1,Server,Server1,Processing,Content,NumberInStation,Average,0.830333395419209
Scenario1,2,Server,Server1,Processing,Content,NumberInStation,Average,0.763323140499084
Scenario1,3,Server,Server1,Processing,Content,NumberInStation,Average,0.78898059361883
Scenario1,4,Server,Server1,Processing,Content,NumberInStation,Average,0.768884596233576
Scenario1,5,Server,Server1,Processing,Content,NumberInStation,Average,0.785173797157187
Scenario1,1,Server,Server1,Processing,Content,NumberInStation,Maximum,1
Scenario1,2,Server,Server1,Processing,Content,NumberInStation,Maximum,1
Scenario1,3,Server,Server1,Processing,Content,NumberInStation,Maximum,1
Scenario1,4,Server,Server1,Processing,Content,NumberInStation,Maximum,1
Scenario1,5,Server,Server1,Processing,Content,NumberInStation,Maximum,1
Scenario1,1,Server,Server1,Processing,Content,NumberInStation,Minimum,0
Scenario1,2,Server,Server1,Processing,Content,NumberInStation,Minimum,0
Scenario1,3,Server,Server1,Processing,Content,NumberInStation,Minimum,0
Scenario1,4,Server,Server1,Processing,Content,NumberInStation,Minimum,0
Scenario1,5,Server,Server1,Processing,Content,NumberInStation,Minimum,0
Scenario1,1,Server,Server1,Processing,Costs,CostPerItem,Average,0
Scenario1,2,Server,Server1,Processing,Costs,CostPerItem,Average,0
Scenario1,3,Server,Server1,Processing,Costs,CostPerItem,Average,0
Scenario1,4,Server,Server1,Processing,Costs,CostPerItem,Average,0
Scenario1,5,Server,Server1,Processing,Costs,CostPerItem,Average,0
Scenario1,1,Server,Server1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,2,Server,Server1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,3,Server,Server1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,4,Server,Server1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,5,Server,Server1,Processing,Costs,CostPerItem,Maximum,0
Scenario1,1,Server,Server1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,2,Server,Server1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,3,Server,Server1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,4,Server,Server1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,5,Server,Server1,Processing,Costs,CostPerItem,Minimum,0
Scenario1,1,Server,Server1,Processing,Costs,TotalCost,Total,0
Scenario1,2,Server,Server1,Processing,Costs,TotalCost,Total,0
Scenario1,3,Server,Server1,Processing,Costs,TotalCost,Total,0
Scenario1,4,Server,Server1,Processing,Costs,TotalCost,Total,0
Scenario1,5,Server,Server1,Processing,Costs,TotalCost,Total,0
Scenario1,1,Server,Server1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Server,Server1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Server,Server1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Server,Server1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Server,Server1,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Server,Server1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Server,Server1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Server,Server1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Server,Server1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Server,Server1,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Server,Server1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Server,Server1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Server,Server1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Server,Server1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Server,Server1,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Server,Server1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Server,Server1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Server,Server1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Server,Server1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Server,Server1,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Server,Server1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Server,Server1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Server,Server1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Server,Server1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Server,Server1,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Server,Server1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Server,Server1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Server,Server1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Server,Server1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Server,Server1,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Server,Server1,Processing,HoldingTime,TimeInStation,Average,0.0176666679876428
Scenario1,2,Server,Server1,Processing,HoldingTime,TimeInStation,Average,0.0162881518596456
Scenario1,3,Server,Server1,Processing,HoldingTime,TimeInStation,Average,0.017176636207831
Scenario1,4,Server,Server1,Processing,HoldingTime,TimeInStation,Average,0.0172255554728373
Scenario1,5,Server,Server1,Processing,HoldingTime,TimeInStation,Average,0.0163842510023006
Scenario1,1,Server,Server1,Processing,HoldingTime,TimeInStation,Maximum,0.0842796665507581
Scenario1,2,Server,Server1,Processing,HoldingTime,TimeInStation,Maximum,0.0990582515875822
Scenario1,3,Server,Server1,Processing,HoldingTime,TimeInStation,Maximum,0.100502442493347
Scenario1,4,Server,Server1,Processing,HoldingTime,TimeInStation,Maximum,0.101901357274787
Scenario1,5,Server,Server1,Processing,HoldingTime,TimeInStation,Maximum,0.120428551635154
Scenario1,1,Server,Server1,Processing,HoldingTime,TimeInStation,Minimum,2.36721367841142E-06
Scenario1,2,Server,Server1,Processing,HoldingTime,TimeInStation,Minimum,4.45719266757294E-05
Scenario1,3,Server,Server1,Processing,HoldingTime,TimeInStation,Minimum,7.17919816768386E-05
Scenario1,4,Server,Server1,Processing,HoldingTime,TimeInStation,Minimum,4.82386299771598E-05
Scenario1,5,Server,Server1,Processing,HoldingTime,TimeInStation,Minimum,0.000126863872803362
Scenario1,1,Server,Server1,Processing,Throughput,NumberBalked,Total,0
Scenario1,2,Server,Server1,Processing,Throughput,NumberBalked,Total,0
Scenario1,3,Server,Server1,Processing,Throughput,NumberBalked,Total,0
Scenario1,4,Server,Server1,Processing,Throughput,NumberBalked,Total,0
Scenario1,5,Server,Server1,Processing,Throughput,NumberBalked,Total,0
Scenario1,1,Server,Server1,Processing,Throughput,NumberEntered,Total,470
Scenario1,2,Server,Server1,Processing,Throughput,NumberEntered,Total,469
Scenario1,3,Server,Server1,Processing,Throughput,NumberEntered,Total,460
Scenario1,4,Server,Server1,Processing,Throughput,NumberEntered,Total,447
Scenario1,5,Server,Server1,Processing,Throughput,NumberEntered,Total,480
Scenario1,1,Server,Server1,Processing,Throughput,NumberExited,Total,470
Scenario1,2,Server,Server1,Processing,Throughput,NumberExited,Total,468
Scenario1,3,Server,Server1,Processing,Throughput,NumberExited,Total,459
Scenario1,4,Server,Server1,Processing,Throughput,NumberExited,Total,446
Scenario1,5,Server,Server1,Processing,Throughput,NumberExited,Total,479
Scenario1,1,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Average,0.061255075844365
Scenario1,2,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Average,0.048933759355168
Scenario1,3,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Average,0.0750436338501356
Scenario1,4,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Average,0.0649856601916999
Scenario1,5,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Average,0.130632773816685
Scenario1,1,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,2,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,3,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,4,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,5,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,1,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,0.209281153885787
Scenario1,2,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,0.227225222663411
Scenario1,3,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,0.295991393630306
Scenario1,4,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,0.201804032613054
Scenario1,5,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,0.509645880918066
Scenario1,1,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,1.68648747251865E-05
Scenario1,2,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,0.000403600909982371
Scenario1,3,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,7.17919816768386E-05
Scenario1,4,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,0.000914994064783237
Scenario1,5,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,0.000126863872803362
Scenario1,1,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Observations,470
Scenario1,2,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Observations,468
Scenario1,3,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Observations,459
Scenario1,4,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Observations,446
Scenario1,5,Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Observations,479
Scenario1,1,Sink,Sink1,[Object],Costs,CapitalCost,Total,0
Scenario1,2,Sink,Sink1,[Object],Costs,CapitalCost,Total,0
Scenario1,3,Sink,Sink1,[Object],Costs,CapitalCost,Total,0
Scenario1,4,Sink,Sink1,[Object],Costs,CapitalCost,Total,0
Scenario1,5,Sink,Sink1,[Object],Costs,CapitalCost,Total,0
Scenario1,1,Sink,Sink1,[Object],Costs,TotalCost,Total,0
Scenario1,2,Sink,Sink1,[Object],Costs,TotalCost,Total,0
Scenario1,3,Sink,Sink1,[Object],Costs,TotalCost,Total,0
Scenario1,4,Sink,Sink1,[Object],Costs,TotalCost,Total,0
Scenario1,5,Sink,Sink1,[Object],Costs,TotalCost,Total,0
Scenario1,1,Sink,Sink1,InputBuffer,Content,NumberInStation,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,Content,NumberInStation,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,Content,NumberInStation,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,Content,NumberInStation,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,Content,NumberInStation,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,Content,NumberInStation,Maximum,1
Scenario1,2,Sink,Sink1,InputBuffer,Content,NumberInStation,Maximum,1
Scenario1,3,Sink,Sink1,InputBuffer,Content,NumberInStation,Maximum,1
Scenario1,4,Sink,Sink1,InputBuffer,Content,NumberInStation,Maximum,1
Scenario1,5,Sink,Sink1,InputBuffer,Content,NumberInStation,Maximum,1
Scenario1,1,Sink,Sink1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,4,Sink,Sink1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,Content,NumberInStation,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,Costs,CostPerItem,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,2,Sink,Sink1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,3,Sink,Sink1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,4,Sink,Sink1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,5,Sink,Sink1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,1,Sink,Sink1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,Costs,CostPerItem,Minimum,0
