playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
184,null,Donnie Avery,WR,FA,WR,FA,null,0,null,null,null,140,null,null,0,null,null,null,0,0,null,null
206,null,Andre Caldwell,WR,DET,WR,DET,null,0,null,null,null,140,null,null,0,null,null,null,0,0,3.2091,null
216,null,Fred Davis,TE,FA,TE,FA,null,0,null,null,null,82,null,null,0,null,null,null,0,0,null,null
222,null,Harry Douglas,WR,TEN,WR,TEN,null,0.8997,null,null,null,118,null,null,0.1145,null,null,null,1.787,0,5.6262,null
230,null,Jerome Felton,RB,BUF,RB,BUF,null,0.4052,null,null,null,89,null,null,0.0956,null,null,null,0.7824,0,3.8847,null
234,null,Matt Forte,RB,NYJ,RB,NYJ,null,17.3026,null,null,null,6,null,null,1.1301,null,null,null,19.973,14.79,9.3349,null
252,null,Chad Henne,QB,JAC,QB,JAC,null,0.1072,null,null,null,49,null,null,0.0125,null,null,null,0.1378,0.07,3.5159,null
262,null,Chris Johnson,RB,ARI,RB,ARI,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
284,null,Darren McFadden,RB,DAL,RB,DAL,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
310,null,Matt Ryan,QB,ATL,QB,ATL,null,19.3472,null,null,null,2,null,null,0.1556,null,null,null,20.4157,16.66,4.4652,null
318,null,Jerome Simpson,WR,FA,WR,FA,null,0,null,null,null,140,null,null,0,null,null,null,0,0,null,null
324,null,Jacob Tamme,TE,ATL,TE,ATL,null,7.0452,null,null,null,24,null,null,0.9173,null,null,null,9.202,4.5,7.4347,null
367,null,Matt Flynn,QB,NO,QB,NO,null,1.73E-18,null,null,null,55,null,null,1.73E-18,null,null,null,-5.03E-19,-3.47E-18,3.3987,null
768,null,Steve Johnson,WR,SD,WR,SD,null,0,null,null,null,140,null,null,0,null,null,null,0,0,3.2091,null
925,null,Jamaal Charles,RB,KC,RB,KC,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
927,null,Justin Forsett,RB,DET,RB,DET,null,1.8518,null,null,null,68,null,null,0.1267,null,null,null,3.3947,-0.0321,8.1179,null
941,null,Ray Rice,RB,FA,RB,FA,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
949,null,Jonathan Stewart,RB,CAR,RB,CAR,null,11.251,null,null,null,21,null,null,0.6652,null,null,null,13.2081,7.2987,6.9137,null
1030,null,Mario Manningham,WR,FA,WR,FA,null,0,null,null,null,140,null,null,0,null,null,null,0,0,null,null
1032,null,Jordy Nelson,WR,GB,WR,GB,null,16.5315,null,null,null,11,null,null,0.564,null,null,null,17.5604,14.3648,5.0752,null
1060,null,Gary Barnidge,TE,CLE,TE,CLE,null,12.3903,null,null,null,7,null,null,1.0497,null,null,null,15.984,9.33,7.2679,null
1062,null,Martellus Bennett,TE,NE,TE,NE,null,8.4578,null,null,null,20,null,null,0.4897,null,null,null,9.8187,5.8831,6.4418,null
1581,null,DeSean Jackson,WR,WAS,WR,WAS,null,10.1885,null,null,null,41,null,null,0.2596,null,null,null,11.1406,7.7042,6.049,null
1966,null,John Carlson,TE,FA,TE,FA,null,0,null,null,null,82,null,null,0,null,null,null,0,0,null,null
1990,null,Eddie Royal,WR,CHI,WR,CHI,null,5.3004,null,null,null,78,null,null,0.0374,null,null,null,7.8995,0,16.095,null
1992,null,Craig Stevens,TE,FA,TE,FA,null,0,null,null,null,82,null,null,0,null,null,null,0,0,null,null
2346,null,Pierre Garcon,WR,WAS,WR,WAS,null,9.7871,null,null,null,43,null,null,0.0512,null,null,null,10.5831,8.5,4.5447,null
2649,null,Danny Amendola,WR,NE,WR,NE,null,5.8529,null,null,null,72,null,null,0.1841,null,null,null,6.9414,3.2558,6.2625,null
4231,null,Jed Collins,RB,FA,RB,FA,null,0,null,null,null,102,null,null,0,null,null,null,0,0,null,null
4327,null,Danny Woodhead,RB,SD,RB,SD,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
4383,null,Tim Hightower,RB,NO,RB,NO,null,2.809,null,null,null,61,null,null,0.1633,null,null,null,4.1063,0.9679,6.698,null
4433,null,Marcel Reece,RB,FA,RB,FA,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
4487,null,Matthew Slater,WR,NE,WR,NE,null,0.0361,null,null,null,139,null,null,0.0361,null,null,null,0.0613,0,3.2801,null
71247,null,James Casey,TE,FA,TE,FA,null,0,null,null,null,82,null,null,0,null,null,null,0,0,null,null
71255,null,Chase Coffman,TE,IND,TE,IND,null,0.3545,null,null,null,75,null,null,0.0236,null,null,null,0.801,0,4.3381,null
71265,null,Jared Cook,TE,GB,TE,GB,null,0,null,null,null,82,null,null,0,null,null,null,0,0,3.2498,null
71269,null,Michael Crabtree,WR,OAK,WR,OAK,null,15.3787,null,null,null,14,null,null,0.0445,null,null,null,17.4432,10.9465,5.8613,null
71417,null,Jordan Norwood,WR,DEN,WR,DEN,null,5.2381,null,null,null,80,null,null,0.6112,null,null,null,7.576,2.79,7.5324,null
71431,null,Brandon Pettigrew,TE,DET,TE,DET,null,0,null,null,null,82,null,null,0,null,null,null,0,0,3.2498,null
71435,null,John Phillips,TE,DEN,TE,DEN,null,1.6226,null,null,null,51,null,null,0.1908,null,null,null,2.7028,0.38,3.8836,null
79557,null,Josh Freeman,QB,FA,QB,FA,null,0,null,null,null,56,null,null,0,null,null,null,0,0,3.3987,null
79563,null,Shonn Greene,RB,FA,RB,FA,null,0,null,null,null,102,null,null,0,null,null,null,0,0,null,null
79607,null,LeSean McCoy,RB,BUF,RB,BUF,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
79619,null,Knowshon Moreno,RB,FA,RB,FA,null,0,null,null,null,102,null,null,0,null,null,null,0,0,null,null
79625,null,Bear Pascoe,TE,NE,TE,NE,null,0,null,null,null,82,null,null,0,null,null,null,0,0,3.2498,null
79629,null,Cedric Peerman,RB,CIN,RB,CIN,null,0,null,null,null,102,null,null,0,null,null,null,0,0,3.3688,null
79858,null,Mark Sanchez,QB,DAL,QB,DAL,null,0.2028,null,null,null,42,null,null,0.0372,null,null,null,0.781,-0.72,5.391,null
79860,null,Matthew Stafford,QB,DET,QB,DET,null,17.3558,null,null,null,13,null,null,0.1161,null,null,null,18.5869,15.7,6.9521,null
80425,null,Percy Harvin,WR,FA,WR,FA,null,0,null,null,null,140,null,null,0,null,null,null,0,0,null,null
80429,null,Jeremy Maclin,WR,KC,WR,KC,null,13.933,null,null,null,22,null,null,0.4941,null,null,null,15.7075,10.23,5.873,null
80670,null,Louis Murphy,WR,TB,WR,TB,null,0,null,null,null,140,null,null,0,null,null,null,0,0,3.2091,null
80672,null,Hakeem Nicks,WR,FA,WR,FA,null,0,null,null,null,140,null,null,0,null,null,null,0,0,null,null
80674,null,Chris Ogbonnaya,RB,FA,RB,FA,null,0,null,null,null,102,null,null,0,null,null,null,0,0,null,null
81284,null,Chase Daniel,QB,PHI,QB,PHI,null,0.0619,null,null,null,53,null,null,0.0574,null,null,null,0.126,-0.01,3.5844,null
81288,null,Brandon Gibson,WR,NE,WR,NE,null,0,null,null,null,140,null,null,0,null,null,null,0,0,3.2091,null
81294,null,Brian Hoyer,QB,CHI,QB,CHI,null,0,null,null,null,56,null,null,0,null,null,null,0,0,3.3987,null
81306,null,Brandon Tate,WR,BUF,WR,BUF,null,2.2827,null,null,null,102,null,null,0.1483,null,null,null,3.3509,0.7479,4.2411,null
81831,null,Brian Hartline,WR,FA,WR,FA,null,0,null,null,null,140,null,null,0,null,null,null,0,0,3.2091,null
89766,null,Brandon Myers,TE,TB,TE,TB,null,3.4814,null,null,null,33,null,null,0.0085,null,null,null,6.5636,0.63,7.6621,null
