playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
184,null,Donnie Avery,WR,FA,WR,FA,null,0,null,null,null,171,null,null,0,null,null,null,0,0,null,null
206,null,Andre Caldwell,WR,DET,WR,DET,null,0,null,null,null,171,null,null,0,null,null,null,0,0,2.9803,null
216,null,Fred Davis,TE,FA,TE,FA,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
222,null,Harry Douglas,WR,TEN,WR,TEN,null,1.2786,null,null,null,133,null,null,0.0337,null,null,null,2.2376,0,5.9833,null
230,null,Jerome Felton,RB,BUF,RB,BUF,null,0.257,null,null,null,110,null,null,0.0719,null,null,null,0.4292,0,2.4488,null
234,null,Matt Forte,RB,NYJ,RB,NYJ,null,13.9675,null,null,null,15,null,null,0.5265,null,null,null,15.6117,9.3932,9.0971,null
252,null,Chad Henne,QB,JAC,QB,JAC,null,0.0962,null,null,null,61,null,null,0.0066,null,null,null,0.1109,0.074,3.4742,null
262,null,Chris Johnson,RB,ARI,RB,ARI,null,0,null,null,null,120,null,null,0,null,null,null,0,0,3.0675,null
264,null,Josh Johnson,QB,NYG,QB,NYG,null,0,null,null,null,70,null,null,0,null,null,null,0,0,3.4119,null
284,null,Darren McFadden,RB,DAL,RB,DAL,null,0,null,null,null,120,null,null,0,null,null,null,0,0,3.0675,null
310,null,Matt Ryan,QB,ATL,QB,ATL,null,15.8699,null,null,null,22,null,null,0.3273,null,null,null,17.0468,14.02,8.2013,null
318,null,Jerome Simpson,WR,FA,WR,FA,null,0,null,null,null,171,null,null,0,null,null,null,0,0,2.9803,null
324,null,Jacob Tamme,TE,ATL,TE,ATL,null,6.7217,null,null,null,27,null,null,0.5317,null,null,null,7.2888,5.54,3.6555,null
367,null,Matt Flynn,QB,NO,QB,NO,null,0.0045,null,null,null,68,null,null,0.0039,null,null,null,0.0068,0,3.4276,null
382,null,Joe Flacco,QB,BAL,QB,BAL,null,14.8148,null,null,null,27,null,null,1.006,null,null,null,16.189,13.0253,6.413,null
768,null,Steve Johnson,WR,SD,WR,SD,null,0,null,null,null,171,null,null,0,null,null,null,0,0,2.9803,null
925,null,Jamaal Charles,RB,KC,RB,KC,null,14.174,null,null,null,14,null,null,0.2647,null,null,null,17.1572,8.95,9.2311,null
927,null,Justin Forsett,RB,FA,RB,FA,null,9.7383,null,null,null,32,null,null,0.5973,null,null,null,9.636,8.74,4.6055,null
941,null,Ray Rice,RB,FA,RB,FA,null,0,null,null,null,120,null,null,0,null,null,null,0,0,null,null
949,null,Jonathan Stewart,RB,CAR,RB,CAR,null,10.7421,null,null,null,28,null,null,0.3193,null,null,null,11.8676,7.1599,7.3869,null
1032,null,Jordy Nelson,WR,GB,WR,GB,null,19.1369,null,null,null,2,null,null,1.0209,null,null,null,20.2394,16.89,4.388,null
1060,null,Gary Barnidge,TE,CLE,TE,CLE,null,11.6198,null,null,null,8,null,null,0.5087,null,null,null,15.1701,7.82,null,null
1062,null,Martellus Bennett,TE,NE,TE,NE,null,11.1648,null,null,null,9,null,null,0.2526,null,null,null,12.4368,6.7852,null,null
1581,null,DeSean Jackson,WR,WAS,WR,WAS,null,13.9817,null,null,null,27,null,null,0.2054,null,null,null,17.239,11.16,5.8311,null
1966,null,John Carlson,TE,FA,TE,FA,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
1990,null,Eddie Royal,WR,CHI,WR,CHI,null,9.3634,null,null,null,50,null,null,0.1586,null,null,null,10.8836,7.0748,6.0678,null
1992,null,Craig Stevens,TE,FA,TE,FA,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
2346,null,Pierre Garcon,WR,WAS,WR,WAS,null,10.0889,null,null,null,42,null,null,0.126,null,null,null,12.9839,7,6.9871,null
2649,null,Danny Amendola,WR,NE,WR,NE,null,5.948,null,null,null,80,null,null,0.1205,null,null,null,7.3526,1.9779,6.0536,null
4231,null,Jed Collins,RB,FA,RB,FA,null,0,null,null,null,120,null,null,0,null,null,null,0,0,null,null
4327,null,Danny Woodhead,RB,SD,RB,SD,null,0,null,null,null,120,null,null,0,null,null,null,0,0,null,null
4383,null,Tim Hightower,RB,NO,RB,NO,null,3.3771,null,null,null,70,null,null,0.207,null,null,null,4.5012,0.9305,7.517,null
4433,null,Marcel Reece,RB,FA,RB,FA,null,0,null,null,null,120,null,null,0,null,null,null,0,0,3.0675,null
4487,null,Matthew Slater,WR,NE,WR,NE,null,0.0876,null,null,null,170,null,null,0.0876,null,null,null,0.1531,0,3.1443,null
71217,null,Kenny Britt,WR,LA,WR,LA,null,9.7262,null,null,null,46,null,null,0.0156,null,null,null,10.4004,8.07,5.7013,null
71247,null,James Casey,TE,FA,TE,FA,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
71255,null,Chase Coffman,TE,IND,TE,IND,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
71265,null,Jared Cook,TE,GB,TE,GB,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
71269,null,Michael Crabtree,WR,OAK,WR,OAK,null,14.8249,null,null,null,25,null,null,0.8128,null,null,null,16.426,11.0744,5.1981,null
71345,null,Rashad Jennings,RB,NYG,RB,NYG,null,8.6591,null,null,null,36,null,null,0.9415,null,null,null,10.2181,5.3695,7.3448,null
71417,null,Jordan Norwood,WR,DEN,WR,DEN,null,3.2921,null,null,null,105,null,null,0.0791,null,null,null,3.6267,2.72,2.9022,null
71431,null,Brandon Pettigrew,TE,DET,TE,DET,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
71435,null,John Phillips,TE,DEN,TE,DEN,null,1.959,null,null,null,55,null,null,0.129,null,null,null,3.0074,0.42,6.4289,null
79555,null,Arian Foster,RB,MIA,RB,MIA,null,9.8618,null,null,null,31,null,null,0.3973,null,null,null,11.7305,5.98,8.5635,null
79557,null,Josh Freeman,QB,FA,QB,FA,null,0,null,null,null,70,null,null,0,null,null,null,0,0,3.4119,null
79563,null,Shonn Greene,RB,FA,RB,FA,null,0,null,null,null,120,null,null,0,null,null,null,0,0,null,null
79589,null,David Johnson,TE,PIT,TE,PIT,null,0.6452,null,null,null,68,null,null,0.1054,null,null,null,0.7495,0.4373,3.7248,null
79607,null,LeSean McCoy,RB,BUF,RB,BUF,null,19.3515,null,null,null,4,null,null,1.2321,null,null,null,21.4571,16.68,4.7953,null
79619,null,Knowshon Moreno,RB,FA,RB,FA,null,0,null,null,null,120,null,null,0,null,null,null,0,0,null,null
79625,null,Bear Pascoe,TE,NE,TE,NE,null,0,null,null,null,91,null,null,0,null,null,null,0,0,null,null
79629,null,Cedric Peerman,RB,CIN,RB,CIN,null,0,null,null,null,120,null,null,0,null,null,null,0,0,3.0675,null
79858,null,Mark Sanchez,QB,DAL,QB,DAL,null,0.9956,null,null,null,32,null,null,0.1209,null,null,null,1.5663,0.2,5.4861,null
79860,null,Matthew Stafford,QB,DET,QB,DET,null,19.3149,null,null,null,7,null,null,0.5281,null,null,null,20.7279,17.2846,6.722,null
80425,null,Percy Harvin,WR,FA,WR,FA,null,0,null,null,null,171,null,null,0,null,null,null,0,0,null,null
80427,null,Darrius Heyward-Bey,WR,PIT,WR,PIT,null,4.7712,null,null,null,90,null,null,0.102,null,null,null,9.0848,0.78,9.7592,null
80429,null,Jeremy Maclin,WR,KC,WR,KC,null,16.3768,null,null,null,17,null,null,0.5317,null,null,null,18.172,11.465,5.6815,null
80672,null,Hakeem Nicks,WR,FA,WR,FA,null,0,null,null,null,171,null,null,0,null,null,null,0,0,null,null
80674,null,Chris Ogbonnaya,RB,FA,RB,FA,null,0,null,null,null,120,null,null,0,null,null,null,0,0,null,null
81284,null,Chase Daniel,QB,PHI,QB,PHI,null,0.0525,null,null,null,65,null,null,0.0247,null,null,null,0.103,-0.01,3.5684,null
81288,null,Brandon Gibson,WR,NE,WR,NE,null,0.2508,null,null,null,162,null,null,0.043,null,null,null,0.5194,0,3.7063,null
81294,null,Brian Hoyer,QB,CHI,QB,CHI,null,16.0006,null,null,null,18,null,null,0.0209,null,null,null,17.7572,13.36,7.6665,null
81306,null,Brandon Tate,WR,BUF,WR,BUF,null,0.6417,null,null,null,147,null,null,0.0427,null,null,null,1.0684,0.19,4.0698,null
81831,null,Brian Hartline,WR,FA,WR,FA,null,0,null,null,null,171,null,null,0,null,null,null,0,0,2.9803,null
89798,null,Antone Smith,RB,NYJ,RB,NYJ,null,0,null,null,null,120,null,null,0,null,null,null,0,0,3.0675,null
100001,null,Falcons,DST,ATL,DST,ATL,null,6.1476,null,null,null,19,null,null,0.0536,null,null,null,6.29,4.2,3.8369,null
100002,null,Ravens,DST,BAL,DST,BAL,null,5.6358,null,null,null,25,null,null,0.3578,null,null,null,6.495,5,2.4492,null
100003,null,Bills,DST,BUF,DST,BUF,null,8.1536,null,null,null,4,null,null,0.1375,null,null,null,9.3009,5.2,4.7719,null
100004,null,Panthers,DST,CAR,DST,CAR,null,6.1164,null,null,null,20,null,null,0.1652,null,null,null,7.49,1.2,9.194,null
100005,null,Bears,DST,CHI,DST,CHI,null,8.1419,null,null,null,5,null,null,0.254,null,null,null,10.9234,5.4,10.7597,null
100006,null,Bengals,DST,CIN,DST,CIN,null,4.0343,null,null,null,28,null,null,0.3768,null,null,null,5.0523,2.2,5.7717,null
100007,null,Browns,DST,CLE,DST,CLE,null,6.0715,null,null,null,21,null,null,0.2558,null,null,null,6.4372,4.4,4.8202,null
100008,null,Cowboys,DST,DAL,DST,DAL,null,5.0974,null,null,null,27,null,null,1.2068,null,null,null,5.3151,4.1,4.8171,null
100009,null,Broncos,DST,DEN,DST,DEN,null,8.359,null,null,null,3,null,null,0.2112,null,null,null,10.3709,4.2,5.307,null
100010,null,Lions,DST,DET,DST,DET,null,6.1634,null,null,null,17,null,null,0.0135,null,null,null,7.1985,5,4.7463,null
100011,null,Packers,DST,GB,DST,GB,null,5.8308,null,null,null,22,null,null,0.0752,null,null,null,6.0298,5.2,2.2424,null
100012,null,Titans,DST,TEN,DST,TEN,null,9.0031,null,null,null,2,null,null,0.7469,null,null,null,11.3277,7.2,7.4141,null
100013,null,Texans,DST,HOU,DST,HOU,null,7.276,null,null,null,11,null,null,0.2802,null,null,null,8.7198,5.9,5.3493,null
100014,null,Colts,DST,IND,DST,IND,null,7.6408,null,null,null,9,null,null,0.2853,null,null,null,9.9798,4.8,6.6362,null
100015,null,Jaguars,DST,JAC,DST,JAC,null,6.3009,null,null,null,16,null,null,0.1431,null,null,null,6.9116,5.5,4.6514,null
100016,null,Chiefs,DST,KC,DST,KC,null,6.1522,null,null,null,18,null,null,0.0203,null,null,null,6.2144,5.3253,3.2645,null
100017,null,Rams,DST,LA,DST,LA,null,7.8903,null,null,null,6,null,null,0.0874,null,null,null,7.5084,6.2,2.9038,null
100018,null,Raiders,DST,OAK,DST,OAK,null,6.8419,null,null,null,13,null,null,0.2007,null,null,null,7.4674,4.2611,5.6555,null
100019,null,Dolphins,DST,MIA,DST,MIA,null,3.568,null,null,null,30,null,null,null,null,null,null,4.6709,2.2,7.6815,null
100021,null,Patriots,DST,NE,DST,NE,null,7.4349,null,null,null,10,null,null,0.2221,null,null,null,7.35,5.3221,2.1221,null
100022,null,Saints,DST,NO,DST,NO,null,5.7105,null,null,null,24,null,null,0.1633,null,null,null,6.8047,3.2,6.8749,null
100023,null,Giants,DST,NYG,DST,NYG,null,5.8007,null,null,null,23,null,null,0.1275,null,null,null,6.155,3.5,3.6173,null
100024,null,Jets,DST,NYJ,DST,NYJ,null,6.6241,null,null,null,15,null,null,0.3919,null,null,null,7.1945,5.4,4.0842,null
