playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
100031,null,Buccaneers,DST,TB,DST,TB,null,8.6429,null,null,null,6,null,null,0.8608,null,null,null,11.0274,5.1,7.8735,null
100032,null,Redskins,DST,WAS,DST,WAS,null,6.1887,null,null,null,21,null,null,0.1758,null,null,null,7.775,4.3832,5.6953,null
163982,null,Will Johnson,RB,NYG,RB,NYG,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
238457,null,Zach Miller,TE,CHI,TE,CHI,null,10.6785,null,null,null,10,null,null,0.9253,null,null,null,13.9576,6.9649,8.5365,null
238498,null,Julian Edelman,WR,NE,WR,NE,null,16.7241,null,null,null,12,null,null,0.1597,null,null,null,19.4516,11.6641,7.6833,null
496812,null,Erik Lorig,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
497095,null,Sam Bradford,QB,MIN,QB,MIN,null,13.6746,null,null,null,24,null,null,0.338,null,null,null,15.2706,12.18,4.5781,null
497108,null,Jimmy Clausen,QB,FA,QB,FA,null,0,null,null,null,77,null,null,0,null,null,null,0,0,3.8813,null
497121,null,Thad Lewis,QB,SF,QB,SF,null,0,null,null,null,77,null,null,0,null,null,null,0,0,3.8813,null
497123,null,Colt McCoy,QB,WAS,QB,WAS,null,0.8741,null,null,null,45,null,null,0.1927,null,null,null,1.7383,0.102,4.7055,null
497145,null,Joique Bell,RB,CHI,RB,CHI,null,4.0537,null,null,null,67,null,null,0.0382,null,null,null,5.8271,1.56,5.8841,null
497149,null,LeGarrette Blount,RB,NE,RB,NE,null,14.2354,null,null,null,14,null,null,0.081,null,null,null,15.5083,10.32,null,null
497172,null,Anthony Dixon,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
497174,null,Jonathan Dwyer,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
497176,null,Toby Gerhart,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
497188,null,Ryan Mathews,RB,PHI,RB,PHI,null,10.0556,null,null,null,31,null,null,0.5329,null,null,null,11.2604,6.0286,null,null
497190,null,Dexter McCluster,RB,SD,RB,SD,null,5.1988,null,null,null,55,null,null,0.0995,null,null,null,6.2884,3.21,6.0208,null
497204,null,C.J. Spiller,RB,SEA,RB,SEA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
497206,null,James Starks,RB,GB,RB,GB,null,7.0481,null,null,null,38,null,null,0.2488,null,null,null,9.8968,4.4,5.5425,null
497218,null,Trindon Holliday,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,null,null
497224,null,Ed Dickson,TE,CAR,TE,CAR,null,2.6949,null,null,null,52,null,null,0.1678,null,null,null,3.2471,1.9,4.9493,null
497226,null,Jim Dray,TE,BUF,TE,BUF,null,0.3065,null,null,null,94,null,null,0.0756,null,null,null,0.4604,0,3.7083,null
497234,null,Garrett Graham,TE,DEN,TE,DEN,null,0,null,null,null,103,null,null,0,null,null,null,0,0,3.287,null
497236,null,Jimmy Graham,TE,SEA,TE,SEA,null,3.1126,null,null,null,44,null,null,0.1344,null,null,null,5.0629,0,8.42,null
497238,null,Jermaine Gresham,TE,ARI,TE,ARI,null,3.6944,null,null,null,39,null,null,0.0553,null,null,null,5.1153,1.95,6.7033,null
497240,null,Rob Gronkowski,TE,NE,TE,NE,null,11.3833,null,null,null,8,null,null,0.6468,null,null,null,13.8545,5,8.863,null
497242,null,Clay Harbor,TE,NE,TE,NE,null,0.5173,null,null,null,88,null,null,0.0481,null,null,null,0.8918,0,4.0169,null
497246,null,Michael Hoomanawanui,TE,NO,TE,NO,null,0,null,null,null,103,null,null,0,null,null,null,0,0,3.287,null
497250,null,Anthony McCoy,TE,FA,TE,FA,null,1.2054,null,null,null,70,null,null,0.012,null,null,null,1.9598,0,5.2756,null
497254,null,Dennis Pitta,TE,BAL,TE,BAL,null,8.9731,null,null,null,13,null,null,0.2668,null,null,null,11.444,0.86,6.6644,null
497256,null,Tony Moeaki,TE,FA,TE,FA,null,0,null,null,null,103,null,null,0,null,null,null,0,0,3.287,null
497258,null,Andrew Quarless,TE,FA,TE,FA,null,0.5317,null,null,null,86,null,null,0.0094,null,null,null,0.8778,0,4.1292,null
497260,null,Seyi Ajirotutu,WR,PHI,WR,PHI,null,0.2048,null,null,null,178,null,null,0.0246,null,null,null,0.3234,0,3.6118,null
497270,null,Arrelious Benn,WR,JAC,WR,JAC,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
497278,null,Dez Bryant,WR,DAL,WR,DAL,null,6.3883,null,null,null,79,null,null,0.052,null,null,null,13.7222,0,11.8417,null
497282,null,Riley Cooper,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
497284,null,Eric Decker,WR,NYJ,WR,NYJ,null,5.162,null,null,null,95,null,null,0.1752,null,null,null,10.3308,0,11.1474,null
497286,null,Marcus Easley,WR,BUF,WR,BUF,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
497288,null,Jacoby Ford,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,null,null
497302,null,Brandon LaFell,WR,CIN,WR,CIN,null,7.6725,null,null,null,62,null,null,0.1546,null,null,null,8.612,5.73,5.4232,null
497312,null,Preston Parker,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,null,null
497320,null,Andre Roberts,WR,DET,WR,DET,null,2.2539,null,null,null,128,null,null,0.0739,null,null,null,4.5092,0.0238,6.4281,null
497322,null,Emmanuel Sanders,WR,DEN,WR,DEN,null,15.8484,null,null,null,18,null,null,0.7868,null,null,null,18.0187,12.61,4.4942,null
497326,null,Golden Tate,WR,DET,WR,DET,null,11.4184,null,null,null,33,null,null,0.2206,null,null,null,13.2586,8.6464,5.9846,null
497328,null,Demaryius Thomas,WR,DEN,WR,DEN,null,16.7769,null,null,null,11,null,null,0.1211,null,null,null,18.6145,12.6061,6.3439,null
1037347,null,Joe Webb,QB,CAR,QB,CAR,null,0.1349,null,null,null,63,null,null,0.0027,null,null,null,0.2965,0,4.0339,null
1037366,null,Michael Palmer,TE,FA,TE,FA,null,0,null,null,null,103,null,null,0,null,null,null,0,0,null,null
1037847,null,Deji Karim,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
1037885,null,Marc Mariani,WR,TEN,WR,TEN,null,0.0939,null,null,null,182,null,null,0.065,null,null,null,0.2295,0,3.6268,null
2495139,null,Charles Clay,TE,BUF,TE,BUF,null,8.3443,null,null,null,16,null,null,0.1651,null,null,null,9.9512,6.734,5.2896,null
2495143,null,Andy Dalton,QB,CIN,QB,CIN,null,16.1977,null,null,null,15,null,null,0.3386,null,null,null,17.9459,13.128,5.0773,null
2495158,null,Leonard Hankerson,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
2495159,null,Dwayne Harris,WR,NYG,WR,NYG,null,2.0394,null,null,null,132,null,null,0.0506,null,null,null,3.0994,0.6,4.7749,null
2495161,null,Roy Helu,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
2495172,null,Kendall Hunter,RB,NO,RB,NO,null,0.0045,null,null,null,131,null,null,0.0045,null,null,null,0.0068,0,null,null
2495179,null,Jerrel Jernigan,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,null,null
2495181,null,Jerrod Johnson,QB,DAL,QB,DAL,null,0,null,null,null,77,null,null,0,null,null,null,0,0,3.8813,null
2495186,null,Colin Kaepernick,QB,SF,QB,SF,null,1.4109,null,null,null,43,null,null,0.3535,null,null,null,2.4201,0.234,3.0763,null
2495187,null,Lance Kendricks,TE,LA,TE,LA,null,5.6963,null,null,null,30,null,null,0.3017,null,null,null,6.8745,4,4.3412,null
2495189,null,Jeremy Kerley,WR,SF,WR,SF,null,8.816,null,null,null,50,null,null,0.3869,null,null,null,10.6565,3.43,6.1828,null
2495192,null,Greg Little,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
2495207,null,DeMarco Murray,RB,TEN,RB,TEN,null,17.1457,null,null,null,4,null,null,0.5384,null,null,null,19.7156,11.8411,2.673,null
2495211,null,Niles Paul,TE,WAS,TE,WAS,null,1.1453,null,null,null,74,null,null,0.094,null,null,null,1.749,0.41,4.4332,null
2495215,null,Christian Ponder,QB,SF,QB,SF,null,0,null,null,null,77,null,null,0,null,null,null,0,0,3.8813,null
2495223,null,Greg Salas,WR,BUF,WR,BUF,null,0.3128,null,null,null,175,null,null,0.0831,null,null,null,0.6838,0,3.992,null
2495234,null,Luke Stocker,TE,TB,TE,TB,null,0.5805,null,null,null,83,null,null,0.0367,null,null,null,0.61,0.54,3.3758,null
2495240,null,Tyrod Taylor,QB,BUF,QB,BUF,null,16.3278,null,null,null,13,null,null,0.1241,null,null,null,18.0743,14.7068,5.3202,null
2495241,null,Daniel Thomas,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
2495258,null,Matt Asiata,RB,MIN,RB,MIN,null,6.7843,null,null,null,40,null,null,0.2269,null,null,null,8.8741,3.76,4.381,null
2495267,null,Jordan Cameron,TE,MIA,TE,MIA,null,3.4049,null,null,null,42,null,null,0.1859,null,null,null,5.5757,0,8.8754,null
2495288,null,Virgil Green,TE,DEN,TE,DEN,null,5.881,null,null,null,28,null,null,0.1464,null,null,null,7.8977,3.5083,6.3698,null
2495306,null,Ricardo Lockette,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
2495314,null,Bruce Miller,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
2495328,null,Bilal Powell,RB,NYJ,RB,NYJ,null,9.5838,null,null,null,32,null,null,0.1598,null,null,null,11.8973,5.59,4.586,null
2495331,null,Aldrick Robinson,WR,ATL,WR,ATL,null,2.9255,null,null,null,117,null,null,0.1449,null,null,null,3.0053,2.5931,3.9109,null
2495340,null,Anthony Sherman,RB,KC,RB,KC,null,0.099,null,null,null,128,null,null,0.0606,null,null,null,0.1635,0,null,null
