"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"ELI5PUS","200412","13.459","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200413","153.925","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200501","12.489","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200502","11.279","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200503","12.132","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200504","11.512","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200505","11.853","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200506","12.662","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200507","13.821","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200508","13.862","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200509","11.819","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200510","10.553","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200511","10.797","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200512","11.962","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200513","144.739","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200601","12.72","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200602","11.357","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200603","12.046","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200604","11.445","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200605","12.38","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200606","12.176","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200607","13.375","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200608","13.394","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200609","12.193","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200610","12.645","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200611","11.906","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200612","12.617","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200613","148.254","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200701","12.894","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200702","10.779","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200703","11.481","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200704","11.236","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200705","11.697","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200706","11.709","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200707","12.55","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200708","13.157","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200709","11.997","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200710","12.08","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200711","11.528","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200712","12.018","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200713","143.128","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200801","12.453","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200802","11.178","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200803","11.601","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200804","11.049","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200805","11.42","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200806","11.822","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200807","12.855","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200808","12.66","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200809","10.36","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200810","11.137","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200811","10.201","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200812","10.378","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200813","137.113","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200901","10.76","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200902","10.04","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200903","10.678","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200904","9.91","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200905","10.17","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200906","10.973","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200907","11.968","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200908","12.314","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200909","11.545","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200910","11.289","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200911","10.975","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200912","11.709","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","200913","132.329","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201001","12.12","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201002","11.118","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201003","11.936","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201004","11.034","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201005","11.614","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201006","12.075","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201007","12.718","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201008","13.395","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201009","12.238","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201010","11.562","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201011","11.493","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201012","12.777","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201013","144.082","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201101","12.054","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201102","10.77","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201103","11.149","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201104","11.175","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201105","11.359","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201106","11.938","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201107","12.868","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201108","13.085","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201109","11.948","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201110","11.224","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201111","11.663","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201112","12.642","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201113","141.875","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201201","12.425","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201202","11.699","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201203","11.681","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201204","11.158","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201205","11.988","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201206","12.091","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201207","13.19","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201208","13.16","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201209","12.069","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201210","11.841","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201211","12.052","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201212","12.751","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201213","146.107","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201301","12.924","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201302","11.642","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201303","12.576","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201304","11.58","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201305","12.147","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201306","12.511","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201307","13.502","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201308","13.195","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201309","12.23","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201310","12.182","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201311","12.317","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201312","13.21","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201313","150.015","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201401","12.391","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201402","11.112","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201403","11.937","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201404","11.251","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201405","11.667","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201406","11.814","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201407","12.79","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201408","12.856","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201409","12.044","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201410","11.667","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201411","11.797","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201412","12.757","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201413","144.083","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201501","12.717","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201502","11.071","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201503","11.475","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201504","11.005","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201505","11.522","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201506","12.244","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201507","13.292","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201508","13.054","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201509","12.359","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201510","11.894","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201511","12.11","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201512","12.97","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201513","145.712","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201601","12.497","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201602","11.597","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201603","12.117","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201604","11.386","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201605","11.886","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201606","12.248","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201607","12.989","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201608","13.075","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201609","12.111","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201610","11.851","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201611","11.852","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201612","12.283","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201613","145.89","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201701","12.481","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201702","11.38","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201703","12.025","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201704","11.593","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201705","11.687","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201706","12.123","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201707","12.893","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201708","12.587","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201709","11.312","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201710","11.372","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELI5PUS","201711","11.841","3","Electricity Net Generation, Industrial Sector","Billion Kilowatthours"
"ELETPUS","194913","296.124","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195013","334.088","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195113","375.298","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195213","403.829","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195313","447.049","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195413","476.258","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195513","550.299","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195613","603.876","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195713","634.642","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195813","648.451","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","195913","713.379","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196013","759.156","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196113","797.124","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196213","857.944","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196313","920.028","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196413","987.218","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196513","1058.386","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196613","1147.532","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196713","1217.796","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196813","1332.826","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","196913","1445.458","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197013","1535.111","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197113","1615.854","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197213","1752.978","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197301","160.218","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197302","143.539","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197303","148.158","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197304","139.589","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197305","147.395","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197306","161.244","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197307","173.733","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197308","177.365","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197309","156.875","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197310","154.197","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197311","148.138","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197312","153.605","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197313","1864.057","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197401","157.555","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197402","142.748","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197403","150.342","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197404","142.312","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197405","153.813","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197406","156.44","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197407","178.247","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197408","174.119","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197409","152.467","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197410","152.196","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197411","150.071","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197412","160.009","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197413","1870.319","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197501","164.623","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197502","147.349","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197503","155.76","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197504","146.495","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197505","153.531","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197506","162.717","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197507","177.057","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197508","179.931","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197509","155.441","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197510","155.188","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197511","153.035","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197512","169.628","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197513","1920.755","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197601","178.609","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197602","156.966","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197603","164.467","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197604","153.467","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197605","157.664","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197606","173.674","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197607","186.691","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197608","186.639","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197609","165.237","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197610","164.009","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197611","169.346","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197612","184.144","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197613","2040.914","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197701","196.665","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197702","162.949","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197703","169.437","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197704","157.117","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197705","169.596","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197706","181.031","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197707","199.168","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197708","196.363","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197709","176.498","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197710","166.645","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197711","167.388","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197712","184.589","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197713","2127.447","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197801","198.108","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197802","173.746","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197803","173.461","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197804","160.013","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197805","175.549","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197806","188.585","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197807","202.947","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197808","206.659","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197809","185.802","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197810","176.013","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197811","176.389","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197812","192.105","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197813","2209.377","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197901","209.987","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197902","186.587","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197903","183.154","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197904","170.26","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197905","178.409","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197906","186.976","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197907","202.522","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197908","205.101","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197909","180.975","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197910","179.953","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197911","177.77","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197912","188.97","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","197913","2250.665","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198001","200.296","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198002","188.961","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198003","187.745","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198004","169.017","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198005","176.066","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198006","189.748","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198007","217.058","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198008","215.629","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198009","191.698","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198010","178.761","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198011","178.771","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198012","195.849","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198013","2289.6","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198101","206.758","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198102","179.86","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198103","185.834","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198104","172.841","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198105","178.139","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198106","203.021","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198107","220.655","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198108","210.639","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198109","187.051","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198110","181.558","4","Electricity Net Generation, Total","Billion Kilowatthours"
"ELETPUS","198111","175.792","4","Electricity Net Generation, Total","Billion Kilowatthours"
